year,epi_week,comuna_id,confirmed_cases
2024,35,13,0
2024,35,14,0
2024,35,15,0
2024,36,1,0
2024,36,2,0
2024,36,3,0
2024,36,4,0
2024,36,5,0
2024,36,6,0
2024,36,7,0
2024,36,8,0
2024,36,9,0
2024,36,10,0
2024,36,11,0
2024,36,12,0
2024,36,13,0
2024,36,14,0
2024,36,15,0
2024,37,1,0
2024,37,2,0
2024,37,3,0
2024,37,4,0
2024,37,5,0
2024,37,6,0
2024,37,7,0
2024,37,8,0
2024,37,9,0
2024,37,10,0
2024,37,11,0
2024,37,12,0
2024,37,13,0
2024,37,14,0
2024,37,15,0
2024,38,1,0
2024,38,2,0
2024,38,3,0
2024,38,4,0
2024,38,5,0
2024,38,6,0
2024,38,7,0
2024,38,8,0
2024,38,9,0
2024,38,10,0
2024,38,11,0
2024,38,12,0
2024,38,13,0
2024,38,14,0
2024,38,15,0
2024,39,1,0
2024,39,2,0
2024,39,3,0
2024,39,4,0
2024,39,5,0
2024,39,6,0
2024,39,7,0
2024,39,8,0
2024,39,9,0
2024,39,10,0
2024,39,11,0
2024,39,12,0
2024,39,13,0
2024,39,14,0
2024,39,15,0
2024,40,1,0
2024,40,2,0
2024,40,3,0
2024,40,4,0
2024,40,5,0
2024,40,6,0
2024,40,7,0
2024,40,8,0
2024,40,9,0
2024,40,10,0
2024,40,11,0
2024,40,12,0
2024,40,13,0
2024,40,14,0
2024,40,15,0
2024,41,1,1
2024,41,2,0
2024,41,3,0
2024,41,4,0
2024,41,5,0
2024,41,6,0
2024,41,7,0
2024,41,8,0
2024,41,9,0
2024,41,10,0
2024,41,11,0
2024,41,12,0
2024,41,13,0
2024,41,14,0
2024,41,15,0
2024,42,1,0
2024,42,2,0
2024,42,3,1
2024,42,4,0
2024,42,5,0
2024,42,6,0
2024,42,7,0
2024,42,8,0
2024,42,9,0
2024,42,10,0
2024,42,11,0
2024,42,12,0
2024,42,13,0
2024,42,14,0
2024,42,15,0
2024,43,1,1
2024,43,2,0
2024,43,3,0
2024,43,4,0
2024,43,5,0
2024,43,6,0
2024,43,7,0
2024,43,8,0
2024,43,9,0
2024,43,10,0
2024,43,11,0
2024,43,12,0
2024,43,13,0
2024,43,14,0
2024,43,15,0
2024,44,1,0
2024,44,2,0
2024,44,3,0
2024,44,4,0
2024,44,5,0
2024,44,6,0
2024,44,7,0
2024,44,8,0
2024,44,9,0
2024,44,10,0
2024,44,11,0
2024,44,12,0
2024,44,13,0
2024,44,14,0
2024,44,15,0
2024,45,1,0
2024,45,2,0
2024,45,3,0
2024,45,4,0
2024,45,5,0
2024,45,6,0
2024,45,7,0
2024,45,8,0
2024,45,9,0
2024,45,10,0
2024,45,11,0
2024,45,12,0
2024,45,13,0
2024,45,14,0
2024,45,15,0
2024,46,1,0
2024,46,2,0
2024,46,3,0
2024,46,4,0
2024,46,5,0
2024,46,6,0
2024,46,7,0
2024,46,8,0
2024,46,9,0
2024,46,10,0
2024,46,11,0
2024,46,12,0
2024,46,13,0
2024,46,14,0
2024,46,15,0
2024,47,1,0
2024,47,2,0
2024,47,3,0
2024,47,4,0
2024,47,5,0
2024,47,6,0
2024,47,7,0
2024,47,8,0
2024,47,9,0
2024,47,10,0
2024,47,11,0
2024,47,12,0
2024,47,13,0
2024,47,14,0
2024,47,15,0
2024,48,1,0
2024,48,2,0
2024,48,3,0
2024,48,4,0
2024,48,5,0
2024,48,6,0
2024,48,7,0
2024,48,8,0
2024,48,9,0
2024,48,10,0
2024,48,11,0
2024,48,12,0
2024,48,13,0
2024,48,14,0
2024,48,15,0
2024,49,1,0
2024,49,2,0
2024,49,3,0
2024,49,4,0
2024,49,5,0
2024,49,6,0
2024,49,7,0
2024,49,8,0
2024,49,9,0
2024,49,10,0
2024,49,11,0
2024,49,12,0
2024,49,13,0
2024,49,14,0
2024,49,15,0
2024,50,1,0
2024,50,2,0
2024,50,3,0
2024,50,4,0
2024,50,5,0
2024,50,6,0
2024,50,7,0
2024,50,8,0
2024,50,9,0
2024,50,10,0
2024,50,11,0
2024,50,12,0
2024,50,13,0
2024,50,14,0
2024,50,15,0
2024,51,1,0
2024,51,2,0
2024,51,3,0
2024,51,4,0
2024,51,5,0
2024,51,6,0
2024,51,7,0
2024,51,8,0
2024,51,9,0
2024,51,10,0
2024,51,11,0
2024,51,12,0
2024,51,13,0
2024,51,14,0
2024,51,15,0
